nom_nivell,hora_inici,assistenciaMateixaHora1WeekBefore,assistenciaMateixaHora2WeekBefore,assistenciaMateixaHora3WeekBefore,assistenciaaHoraAnterior,assistencia
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Absent,Present,NA,Present,Present
ESO,10:30:00,Absent,Present,NA,NA,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Absent,NA,NA,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Present,NA,Present,Present
ESO,10:30:00,Present,Present,NA,NA,Present
ESO,10:30:00,Present,Present,NA,Present,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Absent
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Absent
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
BTX,08:15:00,Present,Present,Present,NA,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Absent,Present,Present,Present
ESO,09:15:00,Absent,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Absent
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Absent
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Absent,Present,Absent,Absent
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Absent,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Absent,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Absent,Present,NA,NA,Present
ESO,08:15:00,Present,Absent,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Absent,Absent,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Absent,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
BTX,11:30:00,Present,Present,NA,Present,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Absent,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Absent,Present,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Absent,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,Present,NA,NA,Present
ESO,12:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Absent,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Absent,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Absent,Absent
BTX,13:45:00,Present,Absent,NA,Present,Present
BTX,13:45:00,Absent,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Absent,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
BTX,13:45:00,Present,Present,NA,Present,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Absent,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Absent
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Absent,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Absent,NA,Present
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Absent,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
BTX,10:30:00,Absent,Absent,Absent,Present,NA
BTX,10:30:00,Absent,Absent,Present,Present,NA
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Absent,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Absent
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Absent,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Absent,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Absent,Absent
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Absent,NA,NA,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Absent,Absent,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,09:15:00,Present,Present,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Absent,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Absent,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Absent,Absent
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Absent,Absent
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Absent,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Absent,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,15:45:00,Present,Present,NA,NA,Present
CFGS Inform,16:45:00,Present,Absent,NA,Present,Present
CFGS Inform,16:45:00,Absent,Present,NA,Present,Absent
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Absent,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Absent,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Absent,Absent,NA,Present,Absent
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Absent
CFGS Inform,18:05:00,Absent,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,18:05:00,Present,NA,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
CFGS Inform,16:45:00,Present,Present,NA,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Absent,Present
BTX,09:15:00,Present,Present,Absent,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Absent,Absent
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Absent,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Absent
ESO,10:30:00,Absent,Present,Present,Present,Present
Alumnes x Classificar,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Absent,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,NA,Absent
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Absent,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Absent,Present
ESO,12:45:00,Present,NA,NA,Absent,Absent
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Absent,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Present,NA,NA,Present,Present
ESO,13:45:00,Absent,NA,NA,Present,Present
